setup_id,subject_id,kinect_id,action_id,start_frame,stop_frame
008,023,2,5,01978,02018
008,023,2,5,02051,02090
008,023,2,5,02107,02143
008,023,2,5,02152,02193
008,023,2,5,02211,02254
008,023,2,5,02272,02309
008,023,2,6,02367,02402
008,023,2,6,02419,02492
008,023,2,6,02507,02541
008,023,2,6,02554,02588
008,023,2,6,02602,02645
008,023,2,6,02663,02694
008,023,2,6,02731,02767
008,023,2,7,02764,03168
008,023,2,8,03169,03257
008,023,2,8,03355,03470
008,023,2,9,03776,03895
008,023,2,9,04035,04171
008,023,2,10,04389,04455
008,023,2,10,04676,04738
008,023,2,11,04959,05021
008,023,2,11,05197,05258
008,023,2,12,05626,05752
008,023,2,13,05998,06020
008,023,2,13,06112,06141
008,023,2,14,06227,06560
008,023,2,15,06630,06714
008,023,2,15,06861,06944
008,023,2,16,07139,07176
008,023,2,18,08188,08249
008,023,2,17,08336,08365
008,023,2,17,08438,08490
008,023,2,18,08701,08740
008,023,2,18,08886,08968
008,023,2,19,09078,09187
008,023,2,19,09373,09465
008,023,2,20,09693,09780
008,023,2,20,09989,10077
009,033,2,1,00640,01049
009,033,2,2,01070,01345
009,033,2,3,01372,01760
009,033,2,5,01853,01890
009,033,2,5,01906,01942
009,033,2,5,01955,01987
009,033,2,5,01998,02043
009,033,2,5,02073,02127
009,033,2,5,02280,02319
009,033,2,5,02354,02392
009,033,2,5,02449,02482
009,033,2,6,02560,02604
009,033,2,6,02654,02693
009,033,2,6,02743,02786
009,033,2,6,02850,02887
009,033,2,7,02979,03332
009,033,2,8,03376,03407
009,033,2,8,03512,03541
009,033,2,8,03693,03744
009,033,2,8,03858,03892
009,033,2,9,04018,04055
009,033,2,9,04190,04225
009,033,2,9,04361,04405
009,033,2,10,04581,04621
009,033,2,10,04769,04809
009,033,2,10,04972,05009
009,033,2,11,05185,05235
009,033,2,11,05404,05439
009,033,2,11,05608,05641
009,033,2,11,05833,05868
009,033,2,12,06590,06677
009,033,2,13,06918,07000
009,033,2,13,07075,07122
009,033,2,14,07174,07519
009,033,2,15,07620,07667
009,033,2,15,07817,07852
009,033,2,16,08026,08068
009,033,2,16,08203,08242
009,033,2,17,09263,09329
009,033,2,17,09420,09469
009,033,2,17,09553,09627
009,033,2,18,09737,09799
009,033,2,18,09872,09934
009,033,2,19,10111,10168
009,033,2,19,10343,10384
009,033,2,20,10733,10787
009,033,2,20,11014,11055
010,012,2,1,00502,00819
010,012,2,2,00822,01225
010,012,2,3,01235,01628
010,012,2,4,01650,02030
010,012,2,5,02065,02103
010,012,2,5,02137,02177
010,012,2,5,02216,02255
010,012,2,5,02291,02330
010,012,2,5,02359,02395
010,012,2,6,02440,02479
010,012,2,6,02500,02546
010,012,2,6,02576,02619
010,012,2,6,02645,02685
010,012,2,6,02713,02750
010,012,2,6,02785,02824
010,012,2,7,02834,03228
010,012,2,8,03243,03300
010,012,2,8,03466,03525
010,012,2,8,03711,03811
010,012,2,9,03990,04035
010,012,2,9,04165,04230
010,012,2,10,04444,04531
010,012,2,10,04672,04745
010,012,2,10,04898,04970
010,012,2,11,05110,05189
010,012,2,11,05397,05460
010,012,2,12,05693,05818
010,012,2,13,06063,06113
010,012,2,13,06161,06223
010,012,2,14,06283,06609
010,012,2,15,06666,06811
010,012,2,15,06908,07004
010,012,2,16,07094,07230
010,012,2,17,08275,08334
010,012,2,17,08435,08506
010,012,2,18,08702,08777
010,012,2,18,08914,08995
010,012,2,19,09130,09250
010,012,2,19,09530,09620
010,012,2,20,09790,09945
011,008,2,1,04167,04514
011,008,2,2,04526,04910
011,008,2,3,04923,05307
011,008,2,4,05343,05728
011,008,2,5,05742,05796
011,008,2,5,05840,05944
011,008,2,5,05980,06041
011,008,2,6,06149,06203
011,008,2,6,06222,06296
011,008,2,6,06315,06375
011,008,2,6,06400,06476
011,008,2,7,06536,06921
011,008,2,8,06942,06983
011,008,2,8,07105,07146
011,008,2,8,07365,07421
011,008,2,9,07586,07625
011,008,2,9,07772,07810
011,008,2,9,08138,08200
011,008,2,9,08426,08506
011,008,2,11,08755,08806
011,008,2,11,09041,09117
011,008,2,12,09380,09541
011,008,2,13,09647,09711
011,008,2,13,09759,09815
011,008,2,13,09849,09929
011,008,2,14,09976,10383
011,008,2,15,10439,10491
011,008,2,16,10810,10853
011,008,2,17,12048,12136
011,008,2,17,12165,12279
011,008,2,17,12333,12368
011,008,2,18,12469,12508
011,008,2,18,12573,12619
011,008,2,18,12743,12777
011,008,2,19,12877,12923
011,008,2,19,13176,13229
011,008,2,20,13472,13524
011,008,2,20,13774,13870
012,048,2,1,00300,00689
012,048,2,2,00699,01072
012,048,2,3,01161,01485
012,048,2,4,01589,01893
012,048,2,5,01900,01967
012,048,2,5,01975,02021
012,048,2,5,02028,02068
012,048,2,5,02082,02120
012,048,2,5,02133,02170
012,048,2,5,02190,02231
012,048,2,6,02302,02345
012,048,2,6,02360,02395
012,048,2,6,02416,02456
012,048,2,6,02475,02512
012,048,2,6,02531,02572
012,048,2,6,02610,02660
012,048,2,7,02726,03096
012,048,2,8,03141,03184
012,048,2,8,03246,03287
012,048,2,8,03375,03419
012,048,2,9,03722,03769
012,048,2,10,03965,04014
012,048,2,10,04288,04336
012,048,2,10,04606,04658
012,048,2,11,04970,05021
012,048,2,11,05246,05292
012,048,2,12,05562,05688
012,048,2,13,05946,06029
012,048,2,14,06148,06560
012,048,2,15,06639,06690
012,048,2,16,06976,07027
012,048,2,17,08010,08086
012,048,2,17,08094,08174
012,048,2,17,08218,08311
012,048,2,18,08583,08663
012,048,2,18,08795,08852
012,048,2,19,09001,09079
012,048,2,19,09317,09396
012,048,2,20,09565,09647
013,042,2,1,00555,00930
013,042,2,2,00939,01315
013,042,2,3,01321,01708
013,042,2,4,01725,02129
013,042,2,5,02169,02214
013,042,2,5,02239,02300
013,042,2,5,02350,02403
013,042,2,5,02434,02499
013,042,2,6,02543,02583
013,042,2,6,02623,02659
013,042,2,6,02698,02738
013,042,2,6,02762,02826
013,042,2,6,02887,02933
013,042,2,7,02955,03371
013,042,2,8,03384,03440
013,042,2,8,03651,03725
013,042,2,9,03997,04048
013,042,2,9,04300,04345
013,042,2,10,04625,04684
013,042,2,10,04929,04989
013,042,2,11,05196,05255
013,042,2,11,05442,05492
013,042,2,12,05833,05990
013,042,2,13,06267,06323
013,042,2,14,06401,06814
013,042,2,15,06869,06973
013,042,2,16,07270,07332
013,042,2,17,08233,08330
013,042,2,17,08391,08493
013,042,2,18,08779,08838
013,042,2,18,08988,09064
013,042,2,19,09164,09270
013,042,2,19,09500,09603
013,042,2,20,09847,09919
014,002,2,1,00326,00767
014,002,2,2,00768,01187
014,002,2,4,01188,01583
014,002,2,4,01584,01990
014,002,2,5,02006,02057
014,002,2,5,02077,02118
014,002,2,5,02148,02192
014,002,2,5,02219,02257
014,002,2,5,02289,02329
014,002,2,6,02361,02407
014,002,2,6,02429,02472
014,002,2,6,02503,02553
014,002,2,6,02591,02650
014,002,2,6,02678,02717
014,002,2,7,02728,03160
014,002,2,8,03187,03252
014,002,2,8,03437,03503
014,002,2,9,03796,03859
014,002,2,9,04058,04122
014,002,2,10,04387,04452
014,002,2,10,04737,04810
014,002,2,11,05030,05113
014,002,2,11,05352,05420
014,002,2,12,05634,05819
014,002,2,13,05967,06046
014,002,2,13,06058,06145
014,002,2,14,06185,06560
014,002,2,15,06588,06714
014,002,2,16,06891,07044
014,002,2,16,07161,07301
015,031,2,1,00436,00779
015,031,2,2,00790,01168
015,031,2,3,01187,01533
015,031,2,4,01613,02003
015,031,2,5,02018,02070
015,031,2,5,02084,02178
015,031,2,5,02220,02285
015,031,2,6,02379,02434
015,031,2,6,02441,02540
015,031,2,6,02557,02643
015,031,2,6,02663,02734
015,031,2,7,02819,03201
015,031,2,8,03222,03283
015,031,2,8,03390,03455
015,031,2,8,03640,03690
015,031,2,9,03854,03915
015,031,2,9,04117,04152
015,031,2,10,04398,04446
015,031,2,10,04614,04677
015,031,2,11,05010,05060
015,031,2,11,05351,05396
015,031,2,12,05661,05812
015,031,2,13,06031,06097
015,031,2,14,06258,06591
015,031,2,15,06707,06768
015,031,2,16,07062,07133
015,031,2,17,08068,08139
015,031,2,17,08282,08346
015,031,2,18,08575,08620
015,031,2,18,08751,08795
015,031,2,19,08976,09052
015,031,2,19,09318,09400
015,031,2,20,09628,09722
016,041,2,1,00479,00857
016,041,2,2,00857,01249
016,041,2,3,01249,01670
016,041,2,4,01670,02079
016,041,2,5,02186,02237
016,041,2,5,02287,02328
016,041,2,5,02385,02419
016,041,2,6,02475,02507
016,041,2,6,02541,02593
016,041,2,6,02628,02663
016,041,2,6,02708,02741
016,041,2,6,02796,02831
016,041,2,7,02922,03289
016,041,2,8,03302,03402
016,041,2,8,03492,03599
016,041,2,8,03690,03783
016,041,2,9,03943,04010
016,041,2,9,04171,04246
016,041,2,9,04402,04486
016,041,2,10,04587,04661
016,041,2,10,04815,04877
016,041,2,11,05100,05205
016,041,2,11,05343,05407
016,041,2,12,05735,05887
016,041,2,13,06119,06178
016,041,2,13,06228,06299
016,041,2,14,06344,06746
016,041,2,15,06828,06940
016,041,2,15,07060,07146
016,041,2,16,07300,07404
016,041,2,17,08603,08671
016,041,2,17,08705,08757
016,041,2,17,08794,08857
016,041,2,17,08893,08950
016,041,2,18,09061,09106
016,041,2,18,09169,09192
016,041,2,18,09260,09332
016,041,2,19,09500,09577
016,041,2,19,09705,09798
016,041,2,20,10056,10140
016,041,2,20,10292,10376
017,021,2,1,00891,01248
017,021,2,2,01249,01582
017,021,2,3,01583,02019
017,021,2,5,02617,02668
017,021,2,5,02684,02718
017,021,2,5,02741,02774
017,021,2,5,02798,02835
017,021,2,5,02864,02895
017,021,2,5,02927,02968
017,021,2,6,03012,03051
017,021,2,6,03072,03113
017,021,2,6,03130,03172
017,021,2,6,03189,03232
017,021,2,6,03244,03282
017,021,2,6,03294,03336
017,021,2,6,03346,03386
017,021,2,7,03387,03792
017,021,2,8,03860,03945
017,021,2,8,04110,04199
017,021,2,9,04482,04542
017,021,2,9,04743,04808
017,021,2,9,04949,05000
017,021,2,10,05088,05169
017,021,2,10,05347,05441
017,021,2,11,05665,05749
017,021,2,11,05918,06005
017,021,2,12,06251,06424
017,021,2,13,06581,06646
017,021,2,13,06706,06767
017,021,2,14,06791,07236
017,021,2,15,07293,07395
017,021,2,15,07540,07619
017,021,2,16,07753,07875
017,021,2,14,08012,08097
017,021,2,17,09082,09139
017,021,2,17,09216,09285
017,021,2,17,09315,09422
017,021,2,18,09511,09579
017,021,2,18,09643,09713
017,021,2,19,09912,10065
017,021,2,19,10253,10394
017,021,2,20,10539,10659
017,021,2,18,10799,10837
018,006,2,1,00890,01225
018,006,2,2,01226,01611
018,006,2,3,01623,02009
018,006,2,4,02030,02427
018,006,2,5,02451,02525
018,006,2,5,02555,02618
018,006,2,5,02657,02706
018,006,2,5,02739,02795
018,006,2,6,02833,02879
018,006,2,6,02911,02948
018,006,2,6,02972,03038
018,006,2,6,03074,03126
018,006,2,6,03166,03214
018,006,2,7,03226,03625
018,006,2,8,03630,03682
018,006,2,8,03911,03977
018,006,2,9,04339,04399
018,006,2,9,04601,04669
018,006,2,10,04888,04951
018,006,2,10,05157,05221
018,006,2,11,05471,05541
018,006,2,11,05744,05805
018,006,2,12,06090,06240
018,006,2,13,06424,06532
018,006,2,13,06581,06638
018,006,2,14,06709,07034
018,006,2,15,07116,07227
018,006,2,16,07487,07646
018,006,2,17,08576,08684
018,006,2,17,08711,08815
018,006,2,17,08875,09000
018,006,2,18,09092,09187
018,006,2,18,09299,09420
018,006,2,19,09562,09648
018,006,2,19,09904,09995
018,006,2,20,10184,10280
019,003,2,1,00205,00581
019,003,2,2,00582,00964
019,003,2,3,00965,01382
019,003,2,4,01383,01807
019,003,2,5,01808,01915
019,003,2,5,01916,01962
019,003,2,5,01975,02015
019,003,2,5,02023,02058
019,003,2,5,02065,02108
019,003,2,5,02116,02153
019,003,2,6,02162,02200
019,003,2,6,02210,02240
019,003,2,6,02244,02283
019,003,2,6,02297,02331
019,003,2,6,02333,02375
019,003,2,6,02390,02428
019,003,2,6,02435,02468
019,003,2,6,02470,02505
019,003,2,6,02507,02552
019,003,2,7,02596,02991
019,003,2,8,02992,03058
019,003,2,8,03137,03189
019,003,2,8,03263,03299
019,003,2,8,03373,03414
019,003,2,8,03491,03557
019,003,2,9,03630,03712
019,003,2,9,03822,03890
019,003,2,9,04035,04185
019,003,2,10,04238,04306
019,003,2,10,04443,04525
019,003,2,11,04773,04865
019,003,2,11,04977,05055
019,003,2,11,05220,05297
019,003,2,12,05442,05590
019,003,2,13,05766,05841
019,003,2,13,05860,05935
019,003,2,13,05944,06040
019,003,2,14,06091,06427
019,003,2,15,06528,06601
019,003,2,15,06711,06789
019,003,2,16,06954,07026
020,024,2,1,00161,00215
020,024,2,1,00381,00744
020,024,2,2,00745,01143
020,024,2,3,01144,01540
020,024,2,4,01541,01957
020,024,2,5,01974,02001
020,024,2,5,02002,02029
020,024,2,5,02031,02056
020,024,2,5,02071,02094
020,024,2,5,02094,02111
020,024,2,5,02113,02141
020,024,2,5,02142,02160
020,024,2,5,02170,02198
020,024,2,5,02200,02226
020,024,2,5,02230,02253
020,024,2,5,02255,02278
020,024,2,5,02280,02304
020,024,2,5,02306,02331
020,024,2,6,02341,02388
020,024,2,6,02390,02412
020,024,2,6,02414,02424
020,024,2,6,02426,02456
020,024,2,6,02456,02480
020,024,2,6,02482,02498
020,024,2,6,02500,02532
020,024,2,6,02546,02570
020,024,2,6,02576,02606
020,024,2,6,02611,02636
020,024,2,6,02651,02675
020,024,2,6,02677,02704
020,024,2,6,02708,02736
020,024,2,7,02752,03141
020,024,2,8,03164,03230
020,024,2,8,03426,03501
020,024,2,9,03784,03846
020,024,2,9,04002,04062
020,024,2,10,04357,04437
020,024,2,10,04623,04699
020,024,2,11,04966,05037
020,024,2,11,05235,05315
020,024,2,12,05614,05736
020,024,2,13,05999,06053
020,024,2,13,06057,06118
020,024,2,13,06122,06186
020,024,2,14,06205,06527
020,024,2,15,06612,06677
020,024,2,15,06860,06952
020,024,2,16,07085,07157
020,024,2,13,07290,07343
020,024,2,14,07359,07432
021,025,2,1,00350,00730
021,025,2,2,00730,01125
021,025,2,3,01125,01784
021,025,2,4,01920,02311
021,025,2,6,02311,02370
021,025,2,6,02434,02480
021,025,2,5,02520,02549
021,025,2,5,02571,02612
021,025,2,5,02637,02666
021,025,2,6,02710,02757
021,025,2,6,02779,02811
021,025,2,6,02854,02890
021,025,2,6,02965,02996
021,025,2,7,03094,03485
021,025,2,8,03511,03540
021,025,2,8,03625,03672
021,025,2,8,03757,03824
021,025,2,8,04002,04088
021,025,2,9,04141,04198
021,025,2,9,04274,04331
021,025,2,9,04415,04473
021,025,2,9,04590,04671
021,025,2,10,04745,04802
021,025,2,10,04912,04992
021,025,2,10,05139,05228
021,025,2,11,05318,05413
021,025,2,11,05501,05565
021,025,2,11,05694,05739
021,025,2,12,05971,06115
021,025,2,13,06326,06379
021,025,2,13,06438,06492
021,025,2,14,06538,06929
021,025,2,15,07004,07089
021,025,2,15,07252,07291
021,025,2,16,07416,07486
021,025,2,16,07570,07652
021,025,2,17,08415,08474
021,025,2,17,08538,08607
021,025,2,17,08684,08745
021,025,2,18,08824,08877
021,025,2,18,08969,09053
021,025,2,19,09231,09309
021,025,2,19,09448,09518
021,025,2,19,09636,09721
021,025,2,20,09855,09956
021,025,2,20,10099,10180
022,036,2,1,00449,01203
022,036,2,2,01214,01595
022,036,2,3,01613,01990
022,036,2,4,02082,02412
022,036,2,5,02439,02483
022,036,2,5,02490,02531
022,036,2,5,02537,02579
022,036,2,5,02594,02633
022,036,2,5,02638,02684
022,036,2,5,02701,02735
022,036,2,5,02738,02782
022,036,2,6,02797,02842
022,036,2,6,02847,02887
022,036,2,6,02891,02932
022,036,2,6,02937,02987
022,036,2,6,02991,03038
022,036,2,6,03048,03092
022,036,2,6,03088,03140
022,036,2,6,03138,03188
022,036,2,7,03237,03602
022,036,2,8,03628,03665
022,036,2,8,03729,03769
022,036,2,8,03839,03873
022,036,2,8,03942,03981
022,036,2,8,04156,04187
022,036,2,9,04251,04279
022,036,2,9,04367,04405
022,036,2,9,04491,04528
022,036,2,9,04664,04696
022,036,2,10,04830,04862
022,036,2,10,04968,05014
022,036,2,10,05188,05231
022,036,2,11,05456,05485
022,036,2,11,05643,05675
022,036,2,11,05783,05822
022,036,2,11,05996,06028
022,036,2,12,06074,06211
022,036,2,13,06426,06473
022,036,2,13,06486,06570
022,036,2,14,06646,07053
022,036,2,15,07116,07181
022,036,2,15,07308,07373
022,036,2,16,07491,07549
022,036,2,16,07666,07731
022,036,2,17,08663,08721
022,036,2,17,08750,08823
022,036,2,17,08751,08821
022,036,2,18,09016,09068
022,036,2,18,09152,09217
022,036,2,18,09284,09362
022,036,2,19,09455,09549
022,036,2,19,09767,09881
022,036,2,20,10044,10134
022,036,2,20,10303,10372
023,017,2,1,00424,00765
023,017,2,2,00768,01173
023,017,2,3,01196,01570
023,017,2,4,01614,01961
023,017,2,5,02003,02054
023,017,2,5,02086,02145
023,017,2,5,02190,02247
023,017,2,6,02369,02433
023,017,2,6,02455,02530
023,017,2,6,02587,02646
023,017,2,7,02787,03156
023,017,2,8,03215,03273
023,017,2,8,03491,03545
023,017,2,9,03822,03860
023,017,2,9,04198,04243
023,017,2,10,04440,04489
023,017,2,10,04760,04815
023,017,2,11,05050,05094
023,017,2,11,05389,05445
023,017,2,12,05640,05794
023,017,2,13,06060,06139
023,017,2,14,06220,06623
023,017,2,15,06704,06770
023,017,2,16,07084,07147
023,017,2,17,08315,08383
023,017,2,17,08520,08605
023,017,2,18,08813,08878
023,017,2,19,09180,09269
023,017,2,20,09745,09822
024,037,2,1,01700,02036
024,037,2,2,02082,02431
024,037,2,3,02467,02584
024,037,2,4,02590,02846
024,037,2,4,02885,03232
024,037,2,5,03284,03354
024,037,2,5,03396,03445
024,037,2,5,03479,03521
024,037,2,5,03558,03608
024,037,2,6,03637,03716
024,037,2,6,03742,03784
024,037,2,6,03839,03878
024,037,2,6,03925,03967
024,037,2,6,04004,04042
024,037,2,7,04082,04435
024,037,2,8,04473,04615
024,037,2,8,04783,04851
024,037,2,8,05017,05061
024,037,2,9,05184,05232
024,037,2,9,05402,05455
024,037,2,10,05699,05752
024,037,2,10,05943,05990
024,037,2,11,06203,06247
024,037,2,11,06399,06443
024,037,2,11,06715,06758
024,037,2,12,06964,07078
024,037,2,13,07328,07394
024,037,2,13,07406,07484
024,037,2,14,07532,07857
024,037,2,15,07941,08026
024,037,2,15,08225,08289
024,037,2,16,08420,08487
024,037,2,16,08622,08700
024,037,2,17,09652,09718
024,037,2,17,09803,09867
024,037,2,18,10035,10074
024,037,2,18,10133,10183
024,037,2,18,10276,10309
024,037,2,19,10441,10539
024,037,2,19,10788,10872
024,037,2,20,11105,11171
024,037,2,20,11357,11439
025,039,2,1,00963,01308
025,039,2,2,01345,01719
025,039,2,3,01735,02115
025,039,2,4,02142,02539
025,039,2,5,02567,02617
025,039,2,5,02627,02686
025,039,2,5,02706,02765
025,039,2,5,02785,02839
025,039,2,5,02856,02905
025,039,2,6,02925,02976
025,039,2,6,02982,03026
025,039,2,6,03041,03093
025,039,2,6,03102,03146
025,039,2,6,03159,03201
025,039,2,6,03213,03253
025,039,2,6,03292,03323
025,039,2,7,03336,03715
025,039,2,8,03745,03778
025,039,2,8,03900,03935
025,039,2,8,04072,04107
025,039,2,8,04295,04312
025,039,2,9,04375,04403
025,039,2,9,04578,04608
025,039,2,10,04964,05005
025,039,2,10,05142,05179
025,039,2,11,05543,05576
025,039,2,11,05776,05807
025,039,2,12,06190,06328
025,039,2,13,06637,06707
025,039,2,14,06803,07156
025,039,2,15,07199,07253
025,039,2,15,07379,07438
025,039,2,16,07616,07670
025,039,2,16,07807,07863
025,039,2,17,08682,08741
025,039,2,17,08767,08853
025,039,2,17,08903,09004
025,039,2,18,09141,09177
025,039,2,18,09277,09311
025,039,2,19,09513,09576
